atm_id,education_nearest_dist_m,education_farthest_dist_m,education_total_count,count_education_50m,count_education_100m,count_education_300m,subway_nearest_dist_m,subway_farthest_dist_m,subway_total_count,count_subway_50m,count_subway_100m,count_subway_300m,post_office_nearest_dist_m,post_office_farthest_dist_m,post_office_total_count,count_post_office_50m,count_post_office_100m,count_post_office_300m,bank_nearest_dist_m,bank_farthest_dist_m,bank_total_count,count_bank_50m,count_bank_100m,count_bank_300m,competitor_count_total,objects_total_300m
85.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
86.0,250.6,250.6,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
88.0,222.5,222.5,1,0,0,1,0.0,0.0,0,0,0,0,98.0,248.5,3,0,1,3,0.0,0.0,0,0,0,0,0,4
89.0,245.9,245.9,1,0,0,1,297.2,297.2,1,0,0,1,69.1,74.3,2,0,2,2,0.0,0.0,0,0,0,0,0,4
90.0,254.5,254.5,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
91.0,126.6,126.6,1,0,0,1,0.0,0.0,0,0,0,0,111.5,111.5,1,0,0,1,0.0,0.0,0,0,0,0,0,3
92.0,213.6,213.6,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
93.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,117.5,117.5,1,0,0,1,0.0,0.0,0,0,0,0,0,1
94.0,95.9,228.2,3,0,1,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,3
95.0,257.7,271.6,2,0,0,2,0.0,0.0,0,0,0,0,97.5,97.5,1,0,1,1,0.0,0.0,0,0,0,0,0,3
96.0,112.5,246.1,3,0,0,3,130.0,130.0,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4
97.0,105.0,105.0,1,0,0,1,0.0,0.0,0,0,0,0,59.7,59.7,1,0,1,1,0.0,0.0,0,0,0,0,0,2
98.0,277.0,277.0,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
99.0,141.8,260.4,3,0,0,3,0.0,0.0,0,0,0,0,196.2,208.9,2,0,0,2,0.0,0.0,0,0,0,0,0,5
100.0,288.9,297.2,2,0,0,2,0.0,0.0,0,0,0,0,169.7,274.3,2,0,0,2,0.0,0.0,0,0,0,0,0,4
101.0,217.0,217.0,1,0,0,1,61.3,61.3,1,0,1,1,187.6,298.8,2,0,0,2,0.0,0.0,0,0,0,0,0,4
102.0,0.0,0.0,0,0,0,0,43.1,43.1,1,1,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
105.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,75.7,181.8,2,0,1,2,0.0,0.0,0,0,0,0,0,2
106.0,240.3,275.4,2,0,0,2,132.5,132.5,1,0,0,1,40.1,257.7,3,1,1,3,0.0,0.0,0,0,0,0,0,7
108.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,156.7,156.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
109.0,217.9,217.9,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
111.0,287.1,287.1,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
113.0,199.7,199.7,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
118.0,173.1,297.0,6,0,0,6,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,6
119.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
120.0,145.3,234.0,3,0,0,3,0.0,0.0,0,0,0,0,222.2,222.2,1,0,0,1,0.0,0.0,0,0,0,0,0,4
122.0,80.0,257.5,6,0,1,6,276.9,277.7,2,0,0,2,279.0,279.0,1,0,0,1,0.0,0.0,0,0,0,0,0,9
123.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
124.0,262.5,262.5,1,0,0,1,117.5,117.5,1,0,0,1,149.7,176.8,2,0,0,2,0.0,0.0,0,0,0,0,0,4
125.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,126.8,126.8,1,0,0,1,0.0,0.0,0,0,0,0,0,3
130.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,198.4,235.9,2,0,0,2,0.0,0.0,0,0,0,0,0,3
131.0,179.6,179.6,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
132.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,165.8,165.8,1,0,0,1,0.0,0.0,0,0,0,0,0,1
133.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
134.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
135.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,157.1,234.9,2,0,0,2,0.0,0.0,0,0,0,0,0,2
139.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,100.2,100.2,1,0,0,1,0.0,0.0,0,0,0,0,0,1
140.0,0.0,0.0,0,0,0,0,87.6,265.4,4,0,2,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4
141.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,165.5,165.5,1,0,0,1,0.0,0.0,0,0,0,0,0,1
143.0,239.3,239.3,1,0,0,1,0.0,0.0,0,0,0,0,204.4,204.4,1,0,0,1,0.0,0.0,0,0,0,0,0,2
144.0,289.0,289.0,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
145.0,39.7,39.7,1,1,1,1,0.0,0.0,0,0,0,0,195.0,223.3,2,0,0,2,0.0,0.0,0,0,0,0,0,3
147.0,231.9,231.9,1,0,0,1,134.0,134.0,1,0,0,1,243.6,243.6,1,0,0,1,0.0,0.0,0,0,0,0,0,3
148.0,0.0,0.0,0,0,0,0,200.8,273.3,7,0,0,7,147.3,280.5,2,0,0,2,0.0,0.0,0,0,0,0,0,9
149.0,0.0,0.0,0,0,0,0,147.2,147.2,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
150.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
151.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,288.0,288.0,1,0,0,1,0.0,0.0,0,0,0,0,0,1
152.0,280.7,293.7,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
154.0,135.9,295.2,4,0,0,4,112.2,112.2,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,5
156.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,190.8,190.8,1,0,0,1,0.0,0.0,0,0,0,0,0,1
157.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
158.0,250.9,250.9,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
159.0,146.3,288.6,6,0,0,6,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,6
160.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
161.0,289.5,289.5,1,0,0,1,0.0,0.0,0,0,0,0,251.5,251.5,1,0,0,1,0.0,0.0,0,0,0,0,0,2
162.0,143.8,210.8,3,0,0,3,0.0,0.0,0,0,0,0,272.6,272.6,1,0,0,1,0.0,0.0,0,0,0,0,0,5
163.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
164.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
165.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
166.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
167.0,199.4,199.4,1,0,0,1,0.0,0.0,0,0,0,0,133.2,133.2,1,0,0,1,0.0,0.0,0,0,0,0,0,2
168.0,297.1,297.1,1,0,0,1,0.0,0.0,0,0,0,0,198.7,198.7,1,0,0,1,0.0,0.0,0,0,0,0,0,2
169.0,208.0,208.0,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
170.0,68.3,219.3,4,0,1,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4
173.0,62.5,283.9,10,0,7,10,0.0,0.0,0,0,0,0,203.1,203.1,1,0,0,1,0.0,0.0,0,0,0,0,0,12
174.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,212.9,237.4,2,0,0,2,0.0,0.0,0,0,0,0,0,2
175.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
176.0,107.9,256.3,3,0,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,3
177.0,241.2,241.2,1,0,0,1,258.0,259.8,2,0,0,2,126.7,160.6,2,0,0,2,0.0,0.0,0,0,0,0,0,5
178.0,241.2,241.2,1,0,0,1,258.0,259.8,2,0,0,2,126.7,160.6,2,0,0,2,0.0,0.0,0,0,0,0,0,5
179.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
180.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
181.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
182.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
183.0,173.3,265.6,3,0,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,3
184.0,259.6,259.6,1,0,0,1,0.0,0.0,0,0,0,0,5.4,5.4,1,1,1,1,0.0,0.0,0,0,0,0,0,2
186.0,234.8,255.6,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
187.0,264.3,264.3,1,0,0,1,0.0,0.0,0,0,0,0,274.2,274.2,1,0,0,1,0.0,0.0,0,0,0,0,0,2
189.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
190.0,241.2,241.2,1,0,0,1,258.0,259.8,2,0,0,2,126.7,160.6,2,0,0,2,0.0,0.0,0,0,0,0,0,5
191.0,69.7,252.2,5,0,1,5,0.0,0.0,0,0,0,0,197.0,197.0,1,0,0,1,0.0,0.0,0,0,0,0,0,6
192.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
193.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
194.0,247.9,247.9,1,0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,1
198.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
199.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,160.0,160.0,1,0,0,1,0.0,0.0,0,0,0,0,0,1
200.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
201.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
202.0,230.2,230.2,1,0,0,1,0.0,0.0,0,0,0,0,293.6,293.6,1,0,0,1,0.0,0.0,0,0,0,0,0,2
203.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
204.0,149.9,224.2,2,0,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,2
205.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,87.1,87.1,1,0,1,1,0.0,0.0,0,0,0,0,0,1
206.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
207.0,145.9,264.5,4,0,0,4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,4
209.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
211.0,39.4,195.9,14,1,8,14,0.0,0.0,0,0,0,0,116.7,249.2,2,0,0,2,0.0,0.0,0,0,0,0,0,16
212.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
213.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,212.9,237.4,2,0,0,2,0.0,0.0,0,0,0,0,0,2
215.0,107.9,256.3,3,0,0,3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,3
216.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,171.2,171.2,1,0,0,1,0.0,0.0,0,0,0,0,0,1
217.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
220.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
221.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
222.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
224.0,297.7,297.7,1,0,0,1,0.0,0.0,0,0,0,0,185.4,185.4,1,0,0,1,0.0,0.0,0,0,0,0,0,2
225.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
226.0,158.3,292.7,9,0,0,9,245.8,277.3,2,0,0,2,47.3,169.3,2,1,1,2,0.0,0.0,0,0,0,0,0,13
228.0,74.0,267.4,3,0,1,3,0.0,0.0,0,0,0,0,248.8,248.8,1,0,0,1,0.0,0.0,0,0,0,0,0,4
229.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
230.0,109.5,253.4,2,0,0,2,0.0,0.0,0,0,0,0,125.1,145.7,2,0,0,2,0.0,0.0,0,0,0,0,0,4
231.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
232.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,149.0,188.5,2,0,0,2,0.0,0.0,0,0,0,0,0,2
233.0,297.7,297.7,1,0,0,1,0.0,0.0,0,0,0,0,185.4,185.4,1,0,0,1,0.0,0.0,0,0,0,0,0,2
234.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,160.0,160.0,1,0,0,1,0.0,0.0,0,0,0,0,0,1
235.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
236.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
237.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
238.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,212.9,237.4,2,0,0,2,0.0,0.0,0,0,0,0,0,2
239.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
240.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,168.7,168.7,1,0,0,1,0.0,0.0,0,0,0,0,0,1
241.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0
242.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
243.0,152.0,251.3,6,0,0,6,114.6,293.1,5,0,0,5,251.3,251.3,1,0,0,1,0.0,0.0,0,0,0,0,0,12
