id,atm_group,bank_name,Is_24_7,Contactless_technologies,QR-codes,USD,EUR,Cash_In,Cash_Out,Non-cash_pay,Account_statement,Acсess_for_disabled,Transfer_p2p,Transfer_a2a,Loan_pay
506.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
508.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
512.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
513.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
514.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
523.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
530.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
536.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,True,False,True,True,True
539.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
543.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
557.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
559.0,1942.0,Альфа-Банк,False,False,False,False,False,False,False,False,False,False,False,False,False
566.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
567.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
569.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
571.0,1942.0,Альфа-Банк,True,False,False,False,False,False,True,False,False,False,True,True,False
580.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
586.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
596.0,1942.0,Альфа-Банк,True,False,False,False,False,True,False,False,False,False,True,False,True
600.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
601.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
607.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
622.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
623.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
624.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
625.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
626.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
627.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
628.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
629.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
630.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
631.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
632.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
633.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
634.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
635.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
636.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
637.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
638.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
639.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
640.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
646.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
648.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
649.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
650.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
672.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
673.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
674.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
675.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
676.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
688.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
689.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
690.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
691.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
693.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
694.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
695.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
696.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,False,True,True,True
697.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
698.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
699.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
712.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
713.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
714.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
717.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,False,True,True,True
718.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,False,True,True,True
729.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
730.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
731.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
733.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
739.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
747.0,1942.0,Альфа-Банк,True,True,False,False,False,True,True,False,False,False,True,True,True
769.0,1942.0,Альфа-Банк,True,True,False,False,False,True,True,False,False,False,True,True,True
772.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
773.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
781.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
782.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
805.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
808.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
817.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
818.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
819.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
828.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
829.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
831.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
832.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
839.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
881.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
882.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
883.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
884.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
893.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
900.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
907.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
908.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
917.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,True,True,True,True
933.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,True,True,True,True
935.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
936.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
937.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
938.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
939.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
941.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
942.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
943.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
978.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
980.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
983.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
988.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,False,True,True,True
1013.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1016.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1017.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1019.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1029.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1030.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1031.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1040.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1043.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1044.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1048.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1054.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1057.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1059.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1068.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1069.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,True,True,True,True,True
1070.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1084.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1087.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1089.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1109.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1110.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1129.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,True,False,True,True,True,True
1134.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1137.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
1143.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1145.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1170.0,1942.0,Альфа-Банк,False,False,False,False,False,False,False,False,False,False,False,False,False
1184.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1193.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1196.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,True,True,True,True
1198.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
1203.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1205.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1210.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1211.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1214.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1215.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1221.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,False,False,False,True,True,True
1229.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1230.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1238.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1239.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1247.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1248.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1254.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1257.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1259.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1260.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1262.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1270.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1290.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1315.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1319.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1326.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1344.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1348.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,True,False,True,True,True
1350.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1351.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,True,False,True,True,True
1352.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1360.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1363.0,1942.0,Альфа-Банк,False,True,False,False,True,False,True,False,False,False,True,True,True
1370.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1372.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1379.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1404.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1405.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1408.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1409.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1414.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1416.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1417.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,True,False,True,True,True
1418.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1422.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1427.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1431.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1432.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,True,False,True,True,True
1439.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1446.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1448.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1449.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1452.0,1942.0,Альфа-Банк,True,True,False,True,True,True,True,True,False,False,True,True,True
1453.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1456.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,True,True,True,True
1465.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1466.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1469.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1478.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,True,True,True,True
1491.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1493.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1495.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,True,False,True,True,True
1500.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1504.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
1513.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1519.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1527.0,1942.0,Альфа-Банк,False,True,False,False,True,True,True,False,False,False,True,True,True
1540.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,True,True,True,True
1559.0,1942.0,Альфа-Банк,True,True,False,False,True,False,True,False,False,False,True,True,True
1560.0,1942.0,Альфа-Банк,False,True,False,True,True,True,True,True,False,False,True,True,True
1563.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
1564.0,1942.0,Альфа-Банк,True,True,False,False,True,True,True,False,False,False,True,True,True
