atm_id,atm_lat,atm_lon,nearest_offices_dist_m,count_offices_100m,count_offices_300m,count_offices_500m,count_offices_1000m,count_payment_terminals_100m,count_payment_terminals_300m,count_payment_terminals_500m,count_payment_terminals_1000m,nearest_payment_terminals_dist_m,count_money_transfer_100m,count_money_transfer_300m,count_money_transfer_500m,count_money_transfer_1000m,nearest_money_transfer_dist_m,nearest_shops_food_small_dist_m,count_shops_food_small_100m,count_shops_food_small_300m,count_shops_food_small_500m,count_shops_food_small_1000m,count_hypermarkets_100m,count_hypermarkets_300m,count_hypermarkets_500m,count_hypermarkets_1000m,nearest_hypermarkets_dist_m,count_markets_100m,count_markets_300m,count_markets_500m,count_markets_1000m,nearest_markets_name,nearest_markets_dist_m,nearest_fitness_sport_dist_m,count_fitness_sport_100m,count_fitness_sport_300m,count_fitness_sport_500m,count_fitness_sport_1000m,nearest_hotels_hostels_dist_m,count_hotels_hostels_100m,count_hotels_hostels_300m,count_hotels_hostels_500m,count_hotels_hostels_1000m,count_railway_stations_100m,count_railway_stations_300m,count_railway_stations_500m,count_railway_stations_1000m,nearest_railway_stations_dist_m,count_residential_buildings_100m,count_residential_buildings_300m,count_residential_buildings_500m,count_residential_buildings_1000m,nearest_residential_buildings_dist_m,count_residential_landuse_100m,count_residential_landuse_300m,count_residential_landuse_500m,count_residential_landuse_1000m,nearest_residential_landuse_dist_m,nearest_fuel_dist_m,count_fuel_100m,count_fuel_300m,count_fuel_500m,count_fuel_1000m,count_highway_pedestrian_100m,count_highway_pedestrian_300m,count_highway_pedestrian_500m,count_highway_pedestrian_1000m,nearest_highway_pedestrian_dist_m,nearest_footway_100m_dist_m,count_footway_100m_100m,count_landuse_mix_100m,count_landuse_mix_300m,count_landuse_mix_500m,count_landuse_mix_1000m,nearest_landuse_mix_name,nearest_landuse_mix_dist_m,land_use_type,land_use_dist_m,city_center_name,city_center_dist_m,is_city_center
21.0,55.380109,39.039273,88.4,2,17,32,43,3,3,5,5,73.5,0,0,0,0,,81.4,2,4,10,21,0,0,0,0,,0,0,0,1,ТК «Хозяин»,552.4,498.0,0,0,1,6,6.4,1,1,2,2,0,0,0,1,748.2,1,1,1,4,89.4,1,6,17,85,80.0,718.3,0,0,0,1,0,0,0,0,,41.8,9,1,6,20,103,,80.0,commercial,88.4,Воскресенск,22261.2,0
23.0,59.542338,30.880531,79.6,1,5,7,13,0,1,1,1,103.9,0,0,0,0,,,0,0,0,0,0,0,0,0,,1,1,1,1,,92.1,608.5,0,0,0,1,710.6,0,0,0,1,0,1,1,1,256.1,0,0,0,1,710.6,0,2,7,34,247.9,,0,0,0,0,0,0,0,0,,17.4,9,1,3,8,37,,92.1,commercial,92.1,Колпино,27974.5,0
24.0,48.458832,135.089677,321.1,0,0,2,9,0,0,0,0,,0,0,0,0,,124.4,0,1,3,4,0,0,0,0,,0,0,0,0,,,398.7,0,0,2,3,575.9,0,0,0,2,0,0,0,0,,0,1,1,2,226.3,0,0,0,0,,551.5,0,0,0,3,0,0,0,0,,23.9,4,0,0,0,0,,,residential,213.4,Хабаровск,2329.1,0
25.0,55.319064,89.839928,54.0,4,5,6,9,0,0,0,0,,0,0,0,0,,650.7,0,0,0,1,0,0,0,0,,0,0,0,0,,,441.1,0,0,1,2,672.0,0,0,0,1,0,0,0,0,,0,0,0,0,,0,1,2,2,169.2,,0,0,0,0,0,0,0,0,,,0,1,2,3,8,,94.6,commercial,94.6,,,0
26.0,55.751817,37.599292,13.4,6,28,112,431,0,0,0,2,536.1,0,0,0,1,717.8,,0,0,0,0,0,0,0,0,,0,0,0,0,,,129.9,0,2,7,26,66.6,3,9,24,71,0,0,0,0,,0,0,0,2,803.4,0,0,0,0,,720.0,0,0,0,1,0,0,2,30,450.7,23.4,5,2,2,18,78,,50.4,commercial,50.4,Москва,1150.8,1
28.0,55.78689,49.160133,59.7,1,3,11,79,0,1,1,2,258.8,0,0,0,0,,192.9,0,3,5,26,0,0,0,0,,0,0,0,0,,,849.3,0,0,0,3,244.8,0,1,2,4,0,0,0,0,,0,0,0,0,,0,3,7,23,211.6,,0,0,0,0,0,0,0,0,,45.2,9,0,5,10,35,Казанский хлебозавод №3,178.4,commercial,59.7,Казань,3170.5,0
29.0,54.740891,35.225574,142.2,0,4,8,9,0,0,0,0,,0,0,0,0,,3.4,1,4,8,17,0,0,0,0,,0,0,0,0,,,571.4,0,0,0,1,447.8,0,0,1,1,0,0,0,0,,0,0,0,0,,1,9,23,77,59.6,,0,0,0,0,1,1,1,1,88.1,29.6,12,1,10,31,95,,59.6,residential,59.6,,,0
30.0,68.81876,32.690403,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,1,1,,302.1,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,1,1,1,175.5,,0,0,1,2,2,"ГОУСП""Тулома""",214.2,commercial,214.2,,,0
31.0,54.004162,86.706325,141.0,0,1,1,1,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,141.0,Прокопьевск,13241.9,0
32.0,51.809608,107.646189,409.8,0,0,2,4,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,952.6,0,0,0,2,,0,0,0,0,0,0,0,0,,5,14,24,36,20.9,1,1,3,14,59.5,,0,0,0,0,0,0,0,0,,36.3,1,1,1,4,18,,59.5,residential,20.9,Улан-Удэ,5188.6,0
34.0,55.836378,49.103953,107.5,0,12,26,61,0,0,0,0,,0,0,0,0,,97.2,1,3,10,25,0,0,0,0,,1,1,1,1,Анже,66.4,339.1,0,0,3,6,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,240.8,0,2,2,3,0,0,0,0,,18.7,7,0,0,0,0,,,commercial,107.5,Казань,4670.1,0
36.0,53.5193,49.416468,1.7,2,3,8,37,0,0,0,1,902.9,0,0,0,0,,173.6,0,1,4,17,0,0,0,0,,0,0,1,2,Центральный рынок,427.7,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,6,15,284.4,908.2,0,0,0,2,0,0,0,0,,47.2,8,0,1,7,17,,284.4,residential,284.4,,,0
37.0,69.343544,88.211228,25.1,2,14,19,49,0,0,0,0,,0,0,0,0,,127.0,0,5,13,47,0,0,0,0,,0,0,0,0,,,,0,0,0,0,259.5,0,1,1,2,0,0,0,0,,0,0,0,0,,0,0,0,0,1074.2,633.7,0,0,0,1,0,0,0,0,,40.1,9,0,0,0,3,,799.9,industrial,799.9,Норильск,842.4,1
39.0,69.350498,87.755207,13.4,1,4,4,5,0,0,0,0,,0,0,0,0,,202.2,0,3,8,11,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,1,719.2,0,0,0,0,,1,1,1,1,46.1,582.2,0,0,0,2,0,0,0,0,,,0,1,3,4,5,,46.1,residential,46.1,Норильск,14307.9,0
40.0,69.356575,88.205551,188.8,0,3,8,45,0,0,0,0,,0,0,0,0,,133.0,0,6,15,45,0,0,0,0,,0,0,0,0,Промплощадка Урванцева,1025.2,278.2,0,1,2,3,630.2,0,0,0,1,0,0,0,0,,0,0,0,0,,0,0,0,1,537.0,,0,0,0,0,0,0,0,1,563.1,77.3,2,0,0,0,0,,,industrial,262.5,Норильск,726.4,1
41.0,51.705247,94.40575,181.2,0,3,4,4,0,0,0,0,,0,0,0,0,,453.1,0,0,1,2,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,1,597.5,0,2,12,46,230.3,,0,0,0,0,0,0,0,0,,55.9,3,0,2,12,49,,230.3,commercial,181.2,Кызыл,2278.9,0
43.0,59.241084,39.836097,,0,0,0,0,0,0,0,0,,0,0,0,0,,513.2,0,0,0,6,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,2,570.5,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,1,3,17,,284.9,residential,284.9,Вологда,2868.9,0
44.0,46.307693,44.272804,70.4,4,24,44,78,0,1,1,1,235.4,0,2,2,2,224.4,115.3,0,3,4,11,0,0,0,0,,0,0,0,3,Центральный казачий рынок,621.6,333.9,0,0,2,4,597.0,0,0,0,5,0,0,0,0,,0,0,5,22,326.6,0,0,0,0,,,0,0,0,0,0,1,1,4,189.7,,0,1,1,5,63,,86.7,industrial,86.7,,,0
45.0,46.32687,48.039754,62.8,1,1,3,12,0,0,0,0,,0,0,0,0,,183.8,0,3,5,10,0,0,0,0,,0,0,1,2,,343.6,189.6,0,1,3,5,,0,0,0,0,0,0,0,1,902.0,0,0,0,0,,0,0,3,15,370.4,911.1,0,0,0,1,0,0,0,0,,,0,0,0,4,22,,370.4,commercial,62.8,Астрахань,2610.7,0
48.0,45.071529,39.004418,33.6,2,8,16,36,0,0,0,1,999.0,0,0,0,0,,307.1,0,0,2,17,0,0,0,0,,0,0,0,1,Gастромикс,886.5,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,1,3,10,295.6,0,1,5,24,256.5,,0,0,0,0,0,0,0,0,,48.0,15,0,1,5,32,,256.5,residential,256.5,,,0
50.0,59.128145,37.91549,,0,0,0,0,0,0,0,0,,0,0,0,1,526.2,156.9,0,1,8,27,0,0,0,0,,0,1,1,3,,184.4,612.3,0,0,0,6,,0,0,0,0,0,0,0,0,,0,0,0,11,633.3,0,0,0,0,,,0,0,0,0,0,0,0,0,,26.4,14,0,0,0,1,"ЖК ""Парк Горького""",863.2,commercial,82.4,,,0
52.0,56.49455,84.948646,53.7,3,15,29,58,0,0,0,0,,0,0,0,0,,137.7,0,1,2,6,0,0,0,0,,0,0,0,0,,,,0,0,0,0,256.0,0,1,4,11,0,0,0,0,,0,7,11,18,163.3,0,0,0,0,,,0,0,0,0,0,0,1,36,467.5,13.3,11,2,9,24,73,,59.3,commercial,59.3,,,0
53.0,53.056274,158.636344,33.6,2,8,17,28,0,0,0,0,,0,0,0,0,,238.1,0,2,12,22,0,0,0,0,,1,1,1,2,Продовольственный рынок,3.8,914.1,0,0,0,2,,0,0,0,0,0,0,0,0,,0,0,0,7,556.1,0,1,3,8,267.2,910.1,0,0,0,2,0,1,2,2,111.1,40.6,2,1,2,4,17,Рынок,91.3,commercial,91.3,,,0
54.0,66.674855,34.338838,100.6,0,3,5,6,0,0,0,0,,0,0,0,0,,100.5,0,2,3,3,0,0,0,0,,0,0,0,0,,,,0,0,0,0,397.7,0,0,1,3,0,0,0,0,,0,0,0,0,,0,1,1,2,202.3,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,100.6,,,0
55.0,67.153019,32.414952,15.9,3,6,10,12,0,0,0,0,,0,0,0,0,,88.5,1,4,7,12,0,0,0,0,,0,1,1,1,Даниловский рынок,244.0,593.5,0,0,0,2,311.7,0,0,4,5,0,0,0,1,791.9,0,0,0,0,,0,2,6,13,248.0,610.4,0,0,0,2,0,5,5,19,143.8,102.0,0,0,3,7,17,,248.0,residential,248.0,,,0
57.0,55.090402,90.851772,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,,,0
59.0,44.576938,132.826623,213.2,0,1,1,1,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,213.2,,,0
61.0,61.069724,42.112428,,0,0,0,0,0,1,1,2,281.6,0,0,0,0,,222.2,0,3,6,15,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,3,420.0,625.5,0,0,0,2,0,1,1,3,253.1,44.1,1,1,2,4,10,,46.9,industrial,46.9,,,0
62.0,52.038854,39.736662,562.6,0,0,0,4,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,11,18,51,120.7,878.2,0,0,0,1,0,0,0,0,,,0,0,11,18,51,,120.7,,,Воронеж,47277.2,0
64.0,62.045845,129.740982,175.6,0,2,2,10,0,0,0,0,,0,0,0,0,,184.6,0,1,1,4,0,0,0,0,,0,0,0,0,,,,0,0,0,0,786.3,0,0,0,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,856.1,0,0,0,2,0,0,0,0,1051.6,104.0,0,0,0,0,0,,,commercial,500.5,,,0
65.0,51.716977,94.439535,156.0,0,8,15,22,0,0,0,0,,0,0,0,0,,145.1,0,1,3,6,0,0,0,0,,0,2,2,2,Вещевой рынок,214.8,898.4,0,0,0,1,435.7,0,0,1,4,0,0,0,0,,0,0,1,12,499.3,0,0,0,0,,,0,0,0,0,0,1,3,27,202.4,59.4,9,0,0,0,0,,,commercial,156.0,Кызыл,694.8,1
66.0,54.66891,20.510281,18.6,1,1,1,3,0,0,0,0,,0,0,0,0,,175.7,0,3,4,13,0,0,0,0,,0,0,0,1,Южный,544.3,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,1,648.7,0,1,2,16,256.2,,0,0,0,0,0,0,0,0,,,0,0,3,5,24,,256.2,commercial,18.6,Калининград,4588.3,0
67.0,52.749153,32.237616,307.0,0,0,4,10,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,177.7,0,1,1,2,0,0,0,0,,0,0,0,0,,0,8,19,50,122.7,,0,0,0,0,0,0,1,9,463.8,209.1,0,0,9,21,59,,122.7,residential,122.7,,,0
68.0,47.894757,40.057037,,0,0,0,0,0,0,0,0,,0,0,0,0,,87.2,1,2,5,9,0,0,0,0,,0,0,1,1,Центральный рынок,392.0,928.4,0,0,0,1,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,1,446.1,479.5,0,0,1,1,0,0,0,0,,153.8,0,0,0,0,0,,,commercial,392.0,Новошахтинск,15614.4,0
69.0,46.171941,45.352265,827.5,0,0,0,1,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,7,34,153.4,,0,0,0,0,0,0,0,0,,,0,0,3,9,36,,153.4,residential,153.4,,,0
70.0,55.757085,37.661356,,0,0,0,0,0,0,0,4,714.3,0,0,0,0,,7.4,2,8,15,28,0,0,0,0,,0,0,0,0,,,,0,0,0,0,408.0,0,0,4,30,0,4,4,4,111.5,0,0,0,0,,0,0,5,27,341.3,228.4,0,1,1,7,0,0,0,0,,,0,0,2,16,72,,153.5,commercial,153.5,Москва,2849.7,0
71.0,56.467394,53.806992,48.4,1,1,2,27,0,0,0,0,,0,0,0,0,,187.8,0,1,3,10,0,0,0,0,,0,0,0,0,,,659.9,0,0,0,1,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,119.9,0,1,1,2,0,0,0,0,,18.0,5,3,21,47,161,,19.3,commercial,19.3,Сарапул,1357.5,1
72.0,56.022353,39.979908,121.3,0,1,3,3,0,0,0,0,,0,0,0,0,,394.6,0,0,1,3,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,1,1,312.3,0,0,0,8,553.4,0,1,4,12,291.1,,0,0,0,0,0,0,0,0,,73.6,1,0,1,4,19,,291.1,commercial,121.3,Владимир,29150.4,0
73.0,51.649913,94.268559,,0,0,0,0,0,0,0,0,,0,0,0,0,,267.4,0,1,2,3,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,2,36,123,328,27.9,0,0,0,1,849.9,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,residential,27.9,Кызыл,13564.2,0
75.0,45.377907,38.438668,521.4,0,0,0,1,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,1,1,Рынок,406.8,252.8,0,1,1,1,,0,0,0,0,0,0,0,0,,0,0,0,14,658.4,0,0,0,0,,808.1,0,0,0,1,1,2,2,2,41.8,81.8,1,0,0,0,0,,,,,Краснодар,55134.9,0
76.0,59.201062,39.829386,156.9,0,1,1,5,0,0,0,0,,0,0,0,0,,139.4,0,2,2,7,0,0,0,0,,0,0,0,0,,,373.1,0,0,1,1,420.6,0,0,1,3,0,0,0,0,,0,1,2,3,268.4,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,1,4,25,,252.5,residential,252.5,Вологда,4010.5,0
77.0,52.534543,31.94119,178.8,0,2,7,38,0,0,0,0,,0,0,0,0,,337.2,0,0,2,7,0,0,0,0,,0,0,0,0,,,491.2,0,0,1,5,381.5,0,0,2,8,0,0,0,0,,0,0,14,45,301.6,0,4,7,19,143.1,992.7,0,0,0,1,0,0,0,3,588.4,32.4,1,0,4,7,31,,143.1,residential,143.1,,,0
78.0,60.759108,46.306895,25.6,4,6,7,11,0,1,1,1,169.9,0,0,0,0,,88.7,1,1,3,13,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,2,12,29,231,70.4,0,4,7,27,107.5,,0,0,0,0,0,0,0,0,,46.8,2,1,5,9,30,,83.5,commercial,83.5,,,0
79.0,52.752849,32.247381,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,1,Рынок,574.9,,0,0,0,0,885.7,0,0,0,1,0,0,0,0,,0,0,0,0,,0,2,6,49,183.0,,0,0,0,0,0,0,0,0,,,0,0,3,11,61,,183.0,residential,183.0,,,0
80.0,52.580396,33.766477,98.2,1,4,4,4,0,0,0,0,,0,0,0,0,,113.4,0,5,10,25,0,0,0,0,,0,0,1,1,Рынок,354.4,,0,0,0,0,170.6,0,1,2,2,0,0,0,0,,0,0,0,0,,0,0,0,0,1264.1,,0,0,0,0,0,0,0,0,,69.7,4,0,0,1,1,"ТЦ ""Катя""",442.7,commercial,442.7,,,0
81.0,56.297253,38.127043,112.6,0,1,4,13,0,0,0,0,,0,0,0,0,,28.8,3,5,7,15,0,0,0,0,,0,0,0,0,,,,0,0,0,0,633.3,0,0,0,3,0,0,0,1,832.6,0,0,0,15,727.3,0,0,0,2,563.7,676.7,0,0,0,2,0,0,1,4,323.9,32.1,12,0,0,0,8,,561.6,industrial,561.6,,,0
82.0,55.797508,37.93589,,0,0,0,0,0,0,0,0,,0,0,0,0,,247.4,0,3,9,21,0,0,0,0,,0,0,0,0,,,,0,0,0,0,203.5,0,1,1,2,0,0,0,0,,0,0,0,0,,0,3,6,17,109.3,607.6,0,0,0,2,7,31,42,55,41.7,19.3,11,0,4,12,35,,109.3,residential,109.3,,,0
83.0,57.304121,47.886439,,0,0,0,0,0,0,0,0,,0,0,0,0,,58.6,1,4,6,9,0,0,0,0,,1,1,1,1,Рынок,41.4,613.8,0,0,0,3,161.0,0,1,2,2,0,0,0,0,,0,11,53,258,119.0,0,12,32,95,115.0,,0,0,0,0,0,0,0,0,,,0,2,22,52,143,Рынок,41.4,commercial,41.4,,,0
84.0,50.375026,103.285471,257.3,0,1,3,5,0,0,0,0,,0,0,0,0,,557.7,0,0,0,1,0,0,0,0,,0,0,1,1,,355.2,421.0,0,0,2,2,517.0,0,0,0,2,0,0,0,0,,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,commercial,257.3,,,0
85.0,54.96529,72.63966,,0,0,0,0,0,0,0,0,,0,0,0,0,,476.9,0,0,1,6,0,0,0,0,,0,0,1,1,Магазин «Светофор»,448.9,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,1,763.5,0,0,0,0,,,0,0,0,0,0,2,2,2,136.0,99.9,1,0,2,15,46,,135.8,residential,135.8,Омск,46950.2,0
86.0,55.933327,39.454915,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,1,1,,364.2,,0,0,0,0,264.2,0,1,3,3,0,0,0,0,,0,0,0,0,,0,0,0,0,,786.8,0,0,0,1,0,0,0,0,,,0,0,3,16,67,,132.5,residential,132.5,,,0
87.0,59.189651,39.901512,378.6,0,0,1,1,0,0,0,0,,0,0,0,0,,346.8,0,0,2,6,0,0,0,0,,0,0,0,1,Рынок,560.5,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,648.4,0,0,0,2,0,0,0,0,,53.6,3,0,0,4,15,,302.3,residential,302.3,Вологда,3295.5,0
89.0,54.727089,37.181081,48.8,1,5,9,9,0,0,0,0,,0,0,0,0,,262.2,0,1,2,2,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,6,19,55,119.8,,0,0,0,0,0,0,0,0,,26.6,6,0,0,0,0,,,residential,119.8,Серпухов,25980.5,0
91.0,45.080523,38.46436,,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,1,1,490.0,,0,0,0,0,0,0,0,0,,,0,0,0,1,1,,490.0,residential,490.0,Краснодар,40563.5,0
